file_name,label
southcentre_mall_window=32_gun=0.png,0
southcentre_mall_window=32_vol=8%_gun=1.png,1
southcentre_mall_window=32_vol=35%_gun=1.png,1
southcentre_mall_window=32_vol=70%_gun=1.png,1
southcentre_mall_window=33_gun=0.png,0
southcentre_mall_window=33_vol=8%_gun=0.png,0
southcentre_mall_window=33_vol=35%_gun=0.png,0
southcentre_mall_window=33_vol=70%_gun=0.png,0
southcentre_mall_window=34_gun=0.png,0
southcentre_mall_window=34_vol=8%_gun=1.png,1
southcentre_mall_window=34_vol=35%_gun=1.png,1
southcentre_mall_window=34_vol=70%_gun=1.png,1
southcentre_mall_window=35_gun=0.png,0
southcentre_mall_window=35_vol=8%_gun=1.png,1
southcentre_mall_window=35_vol=35%_gun=1.png,1
southcentre_mall_window=35_vol=70%_gun=1.png,1
southcentre_mall_window=36_gun=0.png,0
southcentre_mall_window=36_vol=8%_gun=1.png,1
southcentre_mall_window=36_vol=35%_gun=1.png,1
southcentre_mall_window=36_vol=70%_gun=1.png,1
southcentre_mall_window=37_gun=0.png,0
southcentre_mall_window=37_vol=8%_gun=1.png,1
southcentre_mall_window=37_vol=35%_gun=1.png,1
southcentre_mall_window=37_vol=70%_gun=1.png,1
southcentre_mall_window=38_gun=0.png,0
southcentre_mall_window=38_vol=8%_gun=1.png,1
southcentre_mall_window=38_vol=35%_gun=1.png,1
southcentre_mall_window=38_vol=70%_gun=1.png,1
southcentre_mall_window=39_gun=0.png,0
southcentre_mall_window=39_vol=8%_gun=1.png,1
southcentre_mall_window=39_vol=35%_gun=1.png,1
southcentre_mall_window=39_vol=70%_gun=1.png,1
southcentre_mall_window=40_gun=0.png,0
southcentre_mall_window=40_vol=8%_gun=1.png,1
southcentre_mall_window=40_vol=35%_gun=1.png,1
southcentre_mall_window=40_vol=70%_gun=1.png,1
southcentre_mall_window=41_gun=0.png,0
southcentre_mall_window=41_vol=8%_gun=1.png,1
southcentre_mall_window=41_vol=35%_gun=1.png,1
southcentre_mall_window=41_vol=70%_gun=1.png,1
southcentre_mall_window=42_gun=0.png,0
southcentre_mall_window=42_vol=8%_gun=0.png,0
southcentre_mall_window=42_vol=35%_gun=0.png,0
southcentre_mall_window=42_vol=70%_gun=0.png,0
southcentre_mall_window=43_gun=0.png,0
southcentre_mall_window=43_vol=8%_gun=1.png,1
southcentre_mall_window=43_vol=35%_gun=1.png,1
southcentre_mall_window=43_vol=70%_gun=1.png,1
southcentre_mall_window=44_gun=0.png,0
southcentre_mall_window=44_vol=8%_gun=1.png,1
southcentre_mall_window=44_vol=35%_gun=1.png,1
southcentre_mall_window=44_vol=70%_gun=1.png,1
southcentre_mall_window=45_gun=0.png,0
southcentre_mall_window=45_vol=8%_gun=0.png,0
southcentre_mall_window=45_vol=35%_gun=0.png,0
southcentre_mall_window=45_vol=70%_gun=0.png,0
southcentre_mall_window=46_gun=0.png,0
southcentre_mall_window=46_vol=8%_gun=1.png,1
southcentre_mall_window=46_vol=35%_gun=1.png,1
southcentre_mall_window=46_vol=70%_gun=1.png,1
southcentre_mall_window=47_gun=0.png,0
southcentre_mall_window=47_vol=8%_gun=1.png,1
southcentre_mall_window=47_vol=35%_gun=1.png,1
southcentre_mall_window=47_vol=70%_gun=1.png,1
southcentre_mall_window=48_gun=0.png,0
southcentre_mall_window=48_vol=8%_gun=1.png,1
southcentre_mall_window=48_vol=35%_gun=1.png,1
southcentre_mall_window=48_vol=70%_gun=1.png,1
southcentre_mall_window=49_gun=0.png,0
southcentre_mall_window=49_vol=8%_gun=1.png,1
southcentre_mall_window=49_vol=35%_gun=1.png,1
southcentre_mall_window=49_vol=70%_gun=1.png,1
southcentre_mall_window=50_gun=0.png,0
southcentre_mall_window=50_vol=8%_gun=0.png,0
southcentre_mall_window=50_vol=35%_gun=0.png,0
southcentre_mall_window=50_vol=70%_gun=0.png,0
southcentre_mall_window=51_gun=0.png,0
southcentre_mall_window=51_vol=8%_gun=1.png,1
southcentre_mall_window=51_vol=35%_gun=1.png,1
southcentre_mall_window=51_vol=70%_gun=1.png,1
southcentre_mall_window=52_gun=0.png,0
southcentre_mall_window=52_vol=8%_gun=1.png,1
southcentre_mall_window=52_vol=35%_gun=1.png,1
southcentre_mall_window=52_vol=70%_gun=1.png,1
southcentre_mall_window=53_gun=0.png,0
southcentre_mall_window=53_vol=8%_gun=1.png,1
southcentre_mall_window=53_vol=35%_gun=1.png,1
southcentre_mall_window=53_vol=70%_gun=1.png,1
southcentre_mall_window=54_gun=0.png,0
southcentre_mall_window=54_vol=8%_gun=1.png,1
southcentre_mall_window=54_vol=35%_gun=1.png,1
southcentre_mall_window=54_vol=70%_gun=1.png,1
southcentre_mall_window=55_gun=0.png,0
southcentre_mall_window=55_vol=8%_gun=1.png,1
southcentre_mall_window=55_vol=35%_gun=1.png,1
southcentre_mall_window=55_vol=70%_gun=1.png,1
southcentre_mall_window=56_gun=0.png,0
southcentre_mall_window=56_vol=8%_gun=1.png,1
southcentre_mall_window=56_vol=35%_gun=1.png,1
southcentre_mall_window=56_vol=70%_gun=1.png,1
southcentre_mall_window=57_gun=0.png,0
southcentre_mall_window=57_vol=8%_gun=1.png,1
southcentre_mall_window=57_vol=35%_gun=1.png,1
southcentre_mall_window=57_vol=70%_gun=1.png,1
southcentre_mall_window=58_gun=0.png,0
southcentre_mall_window=58_vol=8%_gun=1.png,1
southcentre_mall_window=58_vol=35%_gun=1.png,1
southcentre_mall_window=58_vol=70%_gun=1.png,1
southcentre_mall_window=59_gun=0.png,0
southcentre_mall_window=59_vol=8%_gun=1.png,1
southcentre_mall_window=59_vol=35%_gun=1.png,1
southcentre_mall_window=59_vol=70%_gun=1.png,1
southcentre_mall_window=60_gun=0.png,0
southcentre_mall_window=60_vol=8%_gun=0.png,0
southcentre_mall_window=60_vol=35%_gun=0.png,0
southcentre_mall_window=60_vol=70%_gun=0.png,0
southcentre_mall_window=61_gun=0.png,0
southcentre_mall_window=61_vol=8%_gun=1.png,1
southcentre_mall_window=61_vol=35%_gun=1.png,1
southcentre_mall_window=61_vol=70%_gun=1.png,1
southcentre_mall_window=62_gun=0.png,0
southcentre_mall_window=62_vol=8%_gun=1.png,1
southcentre_mall_window=62_vol=35%_gun=1.png,1
southcentre_mall_window=62_vol=70%_gun=1.png,1
southcentre_mall_window=63_gun=0.png,0
southcentre_mall_window=63_vol=8%_gun=1.png,1
southcentre_mall_window=63_vol=35%_gun=1.png,1
southcentre_mall_window=63_vol=70%_gun=1.png,1
southcentre_mall_window=64_gun=0.png,0
southcentre_mall_window=64_vol=8%_gun=1.png,1
southcentre_mall_window=64_vol=35%_gun=1.png,1
southcentre_mall_window=64_vol=70%_gun=1.png,1
southcentre_mall_window=65_gun=0.png,0
southcentre_mall_window=65_vol=8%_gun=1.png,1
southcentre_mall_window=65_vol=35%_gun=1.png,1
southcentre_mall_window=65_vol=70%_gun=1.png,1
southcentre_mall_window=66_gun=0.png,0
southcentre_mall_window=66_vol=8%_gun=1.png,1
southcentre_mall_window=66_vol=35%_gun=1.png,1
southcentre_mall_window=66_vol=70%_gun=1.png,1
southcentre_mall_window=67_gun=0.png,0
southcentre_mall_window=67_vol=8%_gun=1.png,1
southcentre_mall_window=67_vol=35%_gun=1.png,1
southcentre_mall_window=67_vol=70%_gun=1.png,1
southcentre_mall_window=68_gun=0.png,0
southcentre_mall_window=68_vol=8%_gun=1.png,1
southcentre_mall_window=68_vol=35%_gun=1.png,1
southcentre_mall_window=68_vol=70%_gun=1.png,1
southcentre_mall_window=69_gun=0.png,0
southcentre_mall_window=69_vol=8%_gun=1.png,1
southcentre_mall_window=69_vol=35%_gun=1.png,1
southcentre_mall_window=69_vol=70%_gun=1.png,1
southcentre_mall_window=70_gun=0.png,0
southcentre_mall_window=70_vol=8%_gun=1.png,1
southcentre_mall_window=70_vol=35%_gun=1.png,1
southcentre_mall_window=70_vol=70%_gun=1.png,1
southcentre_mall_window=71_gun=0.png,0
southcentre_mall_window=71_vol=8%_gun=1.png,1
southcentre_mall_window=71_vol=35%_gun=1.png,1
southcentre_mall_window=71_vol=70%_gun=1.png,1
southcentre_mall_window=72_gun=0.png,0
southcentre_mall_window=72_vol=8%_gun=1.png,1
southcentre_mall_window=72_vol=35%_gun=1.png,1
southcentre_mall_window=72_vol=70%_gun=1.png,1
southcentre_mall_window=73_gun=0.png,0
southcentre_mall_window=73_vol=8%_gun=1.png,1
southcentre_mall_window=73_vol=35%_gun=1.png,1
southcentre_mall_window=73_vol=70%_gun=1.png,1
southcentre_mall_window=74_gun=0.png,0
southcentre_mall_window=74_vol=8%_gun=1.png,1
southcentre_mall_window=74_vol=35%_gun=1.png,1
southcentre_mall_window=74_vol=70%_gun=1.png,1
southcentre_mall_window=75_gun=0.png,0
southcentre_mall_window=75_vol=8%_gun=1.png,1
southcentre_mall_window=75_vol=35%_gun=1.png,1
southcentre_mall_window=75_vol=70%_gun=1.png,1
southcentre_mall_window=76_gun=0.png,0
southcentre_mall_window=76_vol=8%_gun=1.png,1
southcentre_mall_window=76_vol=35%_gun=1.png,1
southcentre_mall_window=76_vol=70%_gun=1.png,1
southcentre_mall_window=77_gun=0.png,0
southcentre_mall_window=77_vol=8%_gun=1.png,1
southcentre_mall_window=77_vol=35%_gun=1.png,1
southcentre_mall_window=77_vol=70%_gun=1.png,1
southcentre_mall_window=78_gun=0.png,0
southcentre_mall_window=78_vol=8%_gun=1.png,1
southcentre_mall_window=78_vol=35%_gun=1.png,1
southcentre_mall_window=78_vol=70%_gun=1.png,1
southcentre_mall_window=79_gun=0.png,0
southcentre_mall_window=79_vol=8%_gun=1.png,1
southcentre_mall_window=79_vol=35%_gun=1.png,1
southcentre_mall_window=79_vol=70%_gun=1.png,1
southcentre_mall_window=80_gun=0.png,0
southcentre_mall_window=80_vol=8%_gun=1.png,1
southcentre_mall_window=80_vol=35%_gun=1.png,1
southcentre_mall_window=80_vol=70%_gun=1.png,1
southcentre_mall_window=81_gun=0.png,0
southcentre_mall_window=81_vol=8%_gun=1.png,1
southcentre_mall_window=81_vol=35%_gun=1.png,1
southcentre_mall_window=81_vol=70%_gun=1.png,1
southcentre_mall_window=82_gun=0.png,0
southcentre_mall_window=82_vol=8%_gun=1.png,1
southcentre_mall_window=82_vol=35%_gun=1.png,1
southcentre_mall_window=82_vol=70%_gun=1.png,1
southcentre_mall_window=83_gun=0.png,0
southcentre_mall_window=83_vol=8%_gun=1.png,1
southcentre_mall_window=83_vol=35%_gun=1.png,1
southcentre_mall_window=83_vol=70%_gun=1.png,1
southcentre_mall_window=84_gun=0.png,0
southcentre_mall_window=84_vol=8%_gun=1.png,1
southcentre_mall_window=84_vol=35%_gun=1.png,1
southcentre_mall_window=84_vol=70%_gun=1.png,1
southcentre_mall_window=85_gun=0.png,0
southcentre_mall_window=85_vol=8%_gun=1.png,1
southcentre_mall_window=85_vol=35%_gun=1.png,1
southcentre_mall_window=85_vol=70%_gun=1.png,1
southcentre_mall_window=86_gun=0.png,0
southcentre_mall_window=86_vol=8%_gun=1.png,1
southcentre_mall_window=86_vol=35%_gun=1.png,1
southcentre_mall_window=86_vol=70%_gun=1.png,1
southcentre_mall_window=87_gun=0.png,0
southcentre_mall_window=87_vol=8%_gun=1.png,1
southcentre_mall_window=87_vol=35%_gun=1.png,1
southcentre_mall_window=87_vol=70%_gun=1.png,1
southcentre_mall_window=88_gun=0.png,0
southcentre_mall_window=88_vol=8%_gun=1.png,1
southcentre_mall_window=88_vol=35%_gun=1.png,1
southcentre_mall_window=88_vol=70%_gun=1.png,1
southcentre_mall_window=89_gun=0.png,0
southcentre_mall_window=89_vol=8%_gun=1.png,1
southcentre_mall_window=89_vol=35%_gun=1.png,1
southcentre_mall_window=89_vol=70%_gun=1.png,1
southcentre_mall_window=90_gun=0.png,0
southcentre_mall_window=90_vol=8%_gun=1.png,1
southcentre_mall_window=90_vol=35%_gun=1.png,1
southcentre_mall_window=90_vol=70%_gun=1.png,1
southcentre_mall_window=91_gun=0.png,0
southcentre_mall_window=91_vol=8%_gun=0.png,0
southcentre_mall_window=91_vol=35%_gun=0.png,0
southcentre_mall_window=91_vol=70%_gun=0.png,0
southcentre_mall_window=92_gun=0.png,0
southcentre_mall_window=92_vol=8%_gun=1.png,1
southcentre_mall_window=92_vol=35%_gun=1.png,1
southcentre_mall_window=92_vol=70%_gun=1.png,1
southcentre_mall_window=93_gun=0.png,0
southcentre_mall_window=93_vol=8%_gun=1.png,1
southcentre_mall_window=93_vol=35%_gun=1.png,1
southcentre_mall_window=93_vol=70%_gun=1.png,1
southcentre_mall_window=94_gun=0.png,0
southcentre_mall_window=94_vol=8%_gun=1.png,1
southcentre_mall_window=94_vol=35%_gun=1.png,1
southcentre_mall_window=94_vol=70%_gun=1.png,1
southcentre_mall_window=95_gun=0.png,0
southcentre_mall_window=95_vol=8%_gun=1.png,1
southcentre_mall_window=95_vol=35%_gun=1.png,1
southcentre_mall_window=95_vol=70%_gun=1.png,1
southcentre_mall_window=96_gun=0.png,0
southcentre_mall_window=96_vol=8%_gun=1.png,1
southcentre_mall_window=96_vol=35%_gun=1.png,1
southcentre_mall_window=96_vol=70%_gun=1.png,1
southcentre_mall_window=97_gun=0.png,0
southcentre_mall_window=97_vol=8%_gun=0.png,0
southcentre_mall_window=97_vol=35%_gun=0.png,0
southcentre_mall_window=97_vol=70%_gun=0.png,0
southcentre_mall_window=98_gun=0.png,0
southcentre_mall_window=98_vol=8%_gun=1.png,1
southcentre_mall_window=98_vol=35%_gun=1.png,1
southcentre_mall_window=98_vol=70%_gun=1.png,1
southcentre_mall_window=99_gun=0.png,0
southcentre_mall_window=99_vol=8%_gun=1.png,1
southcentre_mall_window=99_vol=35%_gun=1.png,1
southcentre_mall_window=99_vol=70%_gun=1.png,1
southcentre_mall_window=100_gun=0.png,0
southcentre_mall_window=100_vol=8%_gun=1.png,1
southcentre_mall_window=100_vol=35%_gun=1.png,1
southcentre_mall_window=100_vol=70%_gun=1.png,1
southcentre_mall_window=101_gun=0.png,0
southcentre_mall_window=101_vol=8%_gun=0.png,0
southcentre_mall_window=101_vol=35%_gun=0.png,0
southcentre_mall_window=101_vol=70%_gun=0.png,0
southcentre_mall_window=102_gun=0.png,0
southcentre_mall_window=102_vol=8%_gun=0.png,0
southcentre_mall_window=102_vol=35%_gun=0.png,0
southcentre_mall_window=102_vol=70%_gun=0.png,0
southcentre_mall_window=103_gun=0.png,0
southcentre_mall_window=103_vol=8%_gun=1.png,1
southcentre_mall_window=103_vol=35%_gun=1.png,1
southcentre_mall_window=103_vol=70%_gun=1.png,1
southcentre_mall_window=104_gun=0.png,0
southcentre_mall_window=104_vol=8%_gun=1.png,1
southcentre_mall_window=104_vol=35%_gun=1.png,1
southcentre_mall_window=104_vol=70%_gun=1.png,1
southcentre_mall_window=105_gun=0.png,0
southcentre_mall_window=105_vol=8%_gun=1.png,1
southcentre_mall_window=105_vol=35%_gun=1.png,1
southcentre_mall_window=105_vol=70%_gun=1.png,1
southcentre_mall_window=106_gun=0.png,0
southcentre_mall_window=106_vol=8%_gun=1.png,1
southcentre_mall_window=106_vol=35%_gun=1.png,1
southcentre_mall_window=106_vol=70%_gun=1.png,1
southcentre_mall_window=107_gun=0.png,0
southcentre_mall_window=107_vol=8%_gun=1.png,1
southcentre_mall_window=107_vol=35%_gun=1.png,1
southcentre_mall_window=107_vol=70%_gun=1.png,1
southcentre_mall_window=108_gun=0.png,0
southcentre_mall_window=108_vol=8%_gun=0.png,0
southcentre_mall_window=108_vol=35%_gun=0.png,0
southcentre_mall_window=108_vol=70%_gun=0.png,0
southcentre_mall_window=109_gun=0.png,0
southcentre_mall_window=109_vol=8%_gun=1.png,1
southcentre_mall_window=109_vol=35%_gun=1.png,1
southcentre_mall_window=109_vol=70%_gun=1.png,1
southcentre_mall_window=110_gun=0.png,0
southcentre_mall_window=110_vol=8%_gun=1.png,1
southcentre_mall_window=110_vol=35%_gun=1.png,1
southcentre_mall_window=110_vol=70%_gun=1.png,1
southcentre_mall_window=111_gun=0.png,0
southcentre_mall_window=111_vol=8%_gun=1.png,1
southcentre_mall_window=111_vol=35%_gun=1.png,1
southcentre_mall_window=111_vol=70%_gun=1.png,1
southcentre_mall_window=112_gun=0.png,0
southcentre_mall_window=112_vol=8%_gun=1.png,1
southcentre_mall_window=112_vol=35%_gun=1.png,1
southcentre_mall_window=112_vol=70%_gun=1.png,1
southcentre_mall_window=113_gun=0.png,0
southcentre_mall_window=113_vol=8%_gun=1.png,1
southcentre_mall_window=113_vol=35%_gun=1.png,1
southcentre_mall_window=113_vol=70%_gun=1.png,1
southcentre_mall_window=114_gun=0.png,0
southcentre_mall_window=114_vol=8%_gun=1.png,1
southcentre_mall_window=114_vol=35%_gun=1.png,1
southcentre_mall_window=114_vol=70%_gun=1.png,1
southcentre_mall_window=115_gun=0.png,0
southcentre_mall_window=115_vol=8%_gun=0.png,0
southcentre_mall_window=115_vol=35%_gun=0.png,0
southcentre_mall_window=115_vol=70%_gun=0.png,0
southcentre_mall_window=116_gun=0.png,0
southcentre_mall_window=116_vol=8%_gun=1.png,1
southcentre_mall_window=116_vol=35%_gun=1.png,1
southcentre_mall_window=116_vol=70%_gun=1.png,1
southcentre_mall_window=117_gun=0.png,0
southcentre_mall_window=117_vol=8%_gun=1.png,1
southcentre_mall_window=117_vol=35%_gun=1.png,1
southcentre_mall_window=117_vol=70%_gun=1.png,1
southcentre_mall_window=118_gun=0.png,0
southcentre_mall_window=118_vol=8%_gun=1.png,1
southcentre_mall_window=118_vol=35%_gun=1.png,1
southcentre_mall_window=118_vol=70%_gun=1.png,1
southcentre_mall_window=119_gun=0.png,0
southcentre_mall_window=119_vol=8%_gun=0.png,0
southcentre_mall_window=119_vol=35%_gun=0.png,0
southcentre_mall_window=119_vol=70%_gun=0.png,0
southcentre_mall_window=120_gun=0.png,0
southcentre_mall_window=120_vol=8%_gun=1.png,1
southcentre_mall_window=120_vol=35%_gun=1.png,1
southcentre_mall_window=120_vol=70%_gun=1.png,1
southcentre_mall_window=121_gun=0.png,0
southcentre_mall_window=121_vol=8%_gun=1.png,1
southcentre_mall_window=121_vol=35%_gun=1.png,1
southcentre_mall_window=121_vol=70%_gun=1.png,1
southcentre_mall_window=122_gun=0.png,0
southcentre_mall_window=122_vol=8%_gun=1.png,1
southcentre_mall_window=122_vol=35%_gun=1.png,1
southcentre_mall_window=122_vol=70%_gun=1.png,1
southcentre_mall_window=123_gun=0.png,0
southcentre_mall_window=123_vol=8%_gun=1.png,1
southcentre_mall_window=123_vol=35%_gun=1.png,1
southcentre_mall_window=123_vol=70%_gun=1.png,1
southcentre_mall_window=124_gun=0.png,0
southcentre_mall_window=124_vol=8%_gun=0.png,0
southcentre_mall_window=124_vol=35%_gun=0.png,0
southcentre_mall_window=124_vol=70%_gun=0.png,0
southcentre_mall_window=125_gun=0.png,0
southcentre_mall_window=125_vol=8%_gun=1.png,1
southcentre_mall_window=125_vol=35%_gun=1.png,1
southcentre_mall_window=125_vol=70%_gun=1.png,1
southcentre_mall_window=126_gun=0.png,0
southcentre_mall_window=126_vol=8%_gun=1.png,1
southcentre_mall_window=126_vol=35%_gun=1.png,1
southcentre_mall_window=126_vol=70%_gun=1.png,1
southcentre_mall_window=127_gun=0.png,0
southcentre_mall_window=127_vol=8%_gun=1.png,1
southcentre_mall_window=127_vol=35%_gun=1.png,1
southcentre_mall_window=127_vol=70%_gun=1.png,1
southcentre_mall_window=128_gun=0.png,0
southcentre_mall_window=128_vol=8%_gun=1.png,1
southcentre_mall_window=128_vol=35%_gun=1.png,1
southcentre_mall_window=128_vol=70%_gun=1.png,1
southcentre_mall_window=129_gun=0.png,0
southcentre_mall_window=129_vol=8%_gun=0.png,0
southcentre_mall_window=129_vol=35%_gun=0.png,0
southcentre_mall_window=129_vol=70%_gun=0.png,0
southcentre_mall_window=130_gun=0.png,0
southcentre_mall_window=130_vol=8%_gun=1.png,1
southcentre_mall_window=130_vol=35%_gun=1.png,1
southcentre_mall_window=130_vol=70%_gun=1.png,1
southcentre_mall_window=131_gun=0.png,0
southcentre_mall_window=131_vol=8%_gun=1.png,1
southcentre_mall_window=131_vol=35%_gun=1.png,1
southcentre_mall_window=131_vol=70%_gun=1.png,1
southcentre_mall_window=132_gun=0.png,0
southcentre_mall_window=132_vol=8%_gun=1.png,1
southcentre_mall_window=132_vol=35%_gun=1.png,1
southcentre_mall_window=132_vol=70%_gun=1.png,1
southcentre_mall_window=133_gun=0.png,0
southcentre_mall_window=133_vol=8%_gun=1.png,1
southcentre_mall_window=133_vol=35%_gun=1.png,1
southcentre_mall_window=133_vol=70%_gun=1.png,1
southcentre_mall_window=134_gun=0.png,0
southcentre_mall_window=134_vol=8%_gun=1.png,1
southcentre_mall_window=134_vol=35%_gun=1.png,1
southcentre_mall_window=134_vol=70%_gun=1.png,1
southcentre_mall_window=135_gun=0.png,0
southcentre_mall_window=135_vol=8%_gun=1.png,1
southcentre_mall_window=135_vol=35%_gun=1.png,1
southcentre_mall_window=135_vol=70%_gun=1.png,1
southcentre_mall_window=136_gun=0.png,0
southcentre_mall_window=136_vol=8%_gun=1.png,1
southcentre_mall_window=136_vol=35%_gun=1.png,1
southcentre_mall_window=136_vol=70%_gun=1.png,1
southcentre_mall_window=137_gun=0.png,0
southcentre_mall_window=137_vol=8%_gun=1.png,1
southcentre_mall_window=137_vol=35%_gun=1.png,1
southcentre_mall_window=137_vol=70%_gun=1.png,1
